dup_hash,n_labels,labels,occurrences
708329552814417925,2,Benign|Infilteration,2
712043853996652238,2,Benign|Infilteration,2
712966108218222976,2,Benign|Infilteration,2
714108745990523686,2,Benign|Infilteration,2
714740828755399537,2,Benign|Infilteration,2
718577520640209045,2,Benign|Infilteration,2
722636579745766327,2,Benign|Infilteration,2
724411629199011773,2,Benign|Infilteration,2
725937735493218964,2,Benign|Infilteration,2
727177973849930695,2,Benign|Infilteration,2
727680574432162298,2,Benign|Infilteration,2
730619345654252716,2,Benign|Infilteration,2
738897855004435119,2,Benign|Infilteration,2
738909936430202747,2,Benign|Infilteration,2
740752311184138306,2,Benign|Infilteration,2
741029848363939387,2,Benign|Infilteration,2
747048480772951717,2,Benign|Infilteration,2
749396242286881519,2,Benign|Infilteration,2
751317326495143803,2,Benign|Infilteration,2
752690348104981527,2,Benign|Infilteration,2
754081963146544436,2,Benign|Infilteration,2
755677550376755315,2,Benign|Infilteration,2
759752446107364426,2,Benign|Infilteration,2
760143450447516307,2,Benign|Infilteration,2
765155959049431332,2,Benign|Infilteration,2
765535734294741883,2,Benign|Infilteration,2
770980139962897711,2,Benign|Infilteration,2
773214156824570011,2,Benign|Infilteration,2
781622050390254450,2,Benign|Infilteration,2
788456208199893564,2,Benign|Infilteration,2
789363543959092542,2,Benign|Infilteration,2
791546657538045671,2,Benign|Infilteration,2
792117477232197279,2,Benign|Infilteration,2
798776415845406308,2,Benign|Infilteration,2
802306788468719566,2,Benign|Infilteration,2
803248926130422591,2,Benign|Infilteration,2
805081168404974109,2,Benign|Infilteration,2
812518319428819198,2,Benign|Infilteration,2
817270829940602480,2,Benign|Infilteration,2
818566563387696381,2,Benign|Infilteration,2
819292333424853466,2,Benign|Infilteration,2
820379944874799056,2,Benign|Infilteration,2
825777447122865790,2,Benign|Infilteration,2
830902390260889475,2,Benign|Infilteration,2
836298213667677739,2,Benign|Infilteration,2
841439695881615933,2,Benign|Infilteration,2
845711969257410565,2,Benign|Infilteration,2
850005947459992113,2,Benign|Infilteration,2
851367347307023239,2,Benign|Infilteration,2
858873176017800808,2,Benign|Infilteration,2
861051619862683932,2,Benign|Infilteration,2
862200080947133029,2,Benign|Infilteration,2
862263103088769444,2,Benign|Infilteration,2
865589078897253406,2,Benign|Infilteration,2
867126879393486209,2,Benign|Infilteration,2
868109156383300850,2,Benign|Infilteration,2
868937176518954337,2,Benign|Infilteration,2
881345791674033054,2,Benign|Infilteration,2
886547940457153986,2,Benign|Infilteration,2
897356745654293778,2,Benign|Infilteration,2
903845690228576814,2,Benign|Infilteration,2
912733772876061886,2,Benign|Infilteration,2
915272559815226930,2,Benign|Infilteration,2
925993871150049607,2,Benign|Infilteration,2
926297080547615017,2,Benign|Infilteration,2
933633841618889772,2,Benign|Infilteration,2
933733177803897612,2,Benign|Infilteration,2
934306312872912178,2,Benign|Infilteration,2
939901811854615080,2,Benign|Infilteration,2
940359471701432679,2,Benign|Infilteration,2
941712464577342856,2,Benign|Infilteration,2
948488394171188243,2,Benign|Infilteration,2
950076543086801657,2,Benign|Infilteration,2
951335910120769166,2,Benign|Infilteration,2
951454910899775292,2,Benign|Infilteration,2
951970241487812090,2,Benign|Infilteration,2
954385174335683914,2,Benign|Infilteration,2
959532024471451073,2,Benign|Infilteration,2
960425446593470552,2,Benign|Infilteration,2
964271198835839306,2,Benign|Infilteration,2
972019996723191981,2,Benign|Infilteration,2
981336750623659979,2,Benign|Infilteration,2
981772101267621503,2,Benign|Infilteration,2
984161201016631163,2,Benign|Infilteration,2
984916176045020558,2,Benign|Infilteration,2
987788121086244986,2,Benign|Infilteration,2
989355432799062858,2,Benign|Infilteration,2
989584297850669707,2,Benign|Infilteration,2
990147108414931502,2,Benign|Infilteration,2
994686314091250748,2,Benign|Infilteration,2
997442053106068754,2,Benign|Infilteration,2
1002441432034546905,2,Benign|Infilteration,2
1004074056038323987,2,Benign|Infilteration,2
1004195201413466893,2,Benign|Infilteration,2
1006526871755756553,2,Benign|Infilteration,2
1007141121920114826,2,Benign|Infilteration,2
1010922741945579375,2,Benign|Infilteration,2
1016693221945552653,2,Benign|Infilteration,2
1022362001390333925,2,Benign|Infilteration,2
1022431592452828938,2,Benign|Infilteration,2
1023295217515757736,2,Benign|Infilteration,2
1038496152098967181,2,Benign|Infilteration,2
1041064154245053789,2,Benign|Infilteration,2
1045274277335818421,2,Benign|Infilteration,2
1045788716510254609,2,Benign|Infilteration,2
1050565081744820579,2,Benign|Infilteration,2
1052285231000363572,2,Benign|Infilteration,2
1055704977317064873,2,Benign|Infilteration,2
1057491401395409437,2,Benign|Infilteration,2
1057613003196333033,2,Benign|Infilteration,2
1059061021395880098,2,Benign|Infilteration,2
1060225874204054579,2,Benign|Infilteration,2
1060965736348231985,2,Benign|Infilteration,2
1061549497925090831,2,Benign|Infilteration,2
1062664320092758788,2,Benign|Infilteration,2
1066774263043573152,2,Benign|Infilteration,2
1070310769595678066,2,Benign|Infilteration,2
1083013050639599527,2,Benign|Infilteration,2
1083787300917429879,2,Benign|Infilteration,2
1089078472184841793,2,Benign|Infilteration,2
1089211609769238827,2,Benign|Infilteration,2
1096800061551745468,2,Benign|Infilteration,2
1097012535579939905,2,Benign|Infilteration,2
1099678446820400034,2,Benign|Infilteration,2
1105233329718313157,2,Benign|Infilteration,2
1106700356469963948,2,Benign|Infilteration,2
1117787089943187198,2,Benign|Infilteration,2
1118857466846037305,2,Benign|Infilteration,2
1121667652484629868,2,Benign|Infilteration,2
1122567363748853313,2,Benign|Infilteration,2
1122658243305899538,2,Benign|Infilteration,2
1123924114487148062,2,Benign|Infilteration,2
1127534392163775711,2,Benign|Infilteration,2
1130604340848785495,2,Benign|Infilteration,2
1139323188447245050,2,Benign|Infilteration,2
1143369294022458043,2,Benign|Infilteration,2
1151813047164713280,2,Benign|Infilteration,2
1155409918917264754,2,Benign|Infilteration,2
1157601585445143121,2,Benign|Infilteration,2
1157791675981961600,2,Benign|Infilteration,2
1163492157736996222,2,Benign|Infilteration,2
1167491909888853741,2,Benign|Infilteration,2
1167944945869853559,2,Benign|Infilteration,2
1175202581074731909,2,Benign|Infilteration,2
1182576905042514751,2,Benign|Infilteration,2
1184087575503836637,2,Benign|Infilteration,2
1187651362973868129,2,Benign|Infilteration,2
1189155168928203626,2,Benign|Infilteration,2
1196612341284474226,2,Benign|Infilteration,2
1198178462357562802,2,Benign|Infilteration,2
1198935684858320871,2,Benign|Infilteration,2
1201724652335885475,2,Benign|Infilteration,2
1207469839873438048,2,Benign|Infilteration,2
1222360500894472142,2,Benign|Infilteration,2
1223689237531946395,2,Benign|Infilteration,2
1227416669698770268,2,Benign|Infilteration,2
1237170977836006299,2,Benign|Infilteration,2
1238884200675645010,2,Benign|Infilteration,2
1239620974959041987,2,Benign|Infilteration,2
1240412143205561096,2,Benign|Infilteration,2
1249241722627654971,2,Benign|Infilteration,2
1251481346965437508,2,Benign|Infilteration,2
1256446514991934352,2,Benign|Infilteration,2
1257461190677867076,2,Benign|Infilteration,2
1260187797158472872,2,Benign|Infilteration,2
1261390750027334581,2,Benign|Infilteration,2
1262264450503833136,2,Benign|Infilteration,2
1264234769222981931,2,Benign|Infilteration,2
1266096289775882832,2,Benign|Infilteration,2
1270198765868069459,2,Benign|Infilteration,2
1272220271957478229,2,Benign|Infilteration,2
1272765860378803938,2,Benign|Infilteration,2
1274068940789697185,2,Benign|Infilteration,2
1275248933128514597,2,Benign|Infilteration,2
1279027713140033068,2,Benign|Infilteration,2
1293355540132753292,2,Benign|Infilteration,2
1294042289414300201,2,Benign|Infilteration,2
1295836410077337734,2,Benign|Infilteration,2
1297253622803715196,2,Benign|Infilteration,2
1297836260893974080,2,Benign|Infilteration,2
1299762743934060213,2,Benign|Infilteration,2
1306379633582440042,2,Benign|Infilteration,2
1307419627231820690,2,Benign|Infilteration,2
1309642156946099862,2,Benign|Infilteration,2
1312122370121560265,2,Benign|Infilteration,2
1313904650763436241,2,Benign|Infilteration,2
1317578616754753535,2,Benign|Infilteration,2
1318664718223437822,2,Benign|Infilteration,2
1320433969567518978,2,Benign|Infilteration,2
1321103780899307449,2,Benign|Infilteration,2
1323511631211204895,2,Benign|Infilteration,2
1328027992601645572,2,Benign|Infilteration,2
1333326212179257970,2,Benign|Infilteration,2
1338050783926265726,2,Benign|Infilteration,2
1338199851859026233,2,Benign|Infilteration,2
1338428525833798138,2,Benign|Infilteration,2
1346817779123272330,2,Benign|Infilteration,2
1349155714126385143,2,Benign|Infilteration,2
1352070848160733955,2,Benign|Infilteration,2
1357755683285469515,2,Benign|Infilteration,2
1361579471754925178,2,Benign|Infilteration,2
1361871769781818344,2,Benign|Infilteration,2
1362112729592998467,2,Benign|Infilteration,2
1369133006786005752,2,Benign|Infilteration,2
1369171396017584434,2,Benign|Infilteration,2
1369722680899137599,2,Benign|Infilteration,2
1377909278979795894,2,Benign|Infilteration,2
1382480571911669509,2,Benign|Infilteration,2
1383698842169733284,2,Benign|Infilteration,2
1383907281792349225,2,Benign|Infilteration,2
1386609733419758331,2,Benign|Infilteration,2
1389210362872269487,2,Benign|Infilteration,2
1389788024583204552,2,Benign|Infilteration,2
1397267086933934565,2,Benign|Infilteration,2
1408164683066696272,2,Benign|Infilteration,2
1409032461195451532,2,Benign|Infilteration,2
1411370197259724511,2,Benign|Infilteration,2
1413307017425657366,2,Benign|Infilteration,2
1413656568193054115,2,Benign|Infilteration,2
1414855841850822379,2,Benign|Infilteration,2
1417645791915253410,2,Benign|Infilteration,2
1418154482251026956,2,Benign|Infilteration,2
1423661432903840377,2,Benign|Infilteration,2
1424001553272695672,2,Benign|Infilteration,2
1426612713336076552,2,Benign|Infilteration,2
1427237315158599037,2,Benign|Infilteration,2
1431377621168744421,2,Benign|Infilteration,2
1431393876197634864,2,Benign|Infilteration,2
1433295685981003010,2,Benign|Infilteration,2
1436279475828532774,2,Benign|Infilteration,2
1437375757844219628,2,Benign|Infilteration,2
1439652913413157294,2,Benign|Infilteration,2
1440504843547993762,2,Benign|Infilteration,2
1444531494450532750,2,Benign|Infilteration,2
1445810113409075829,2,Benign|Infilteration,2
1445927342841988405,2,Benign|Infilteration,2
1449627819080887575,2,Benign|Infilteration,2
1449698454003048851,2,Benign|Infilteration,2
1461990800602970370,2,Benign|Infilteration,2
1462984775511662655,2,Benign|Infilteration,2
1465856006827710038,2,Benign|Infilteration,2
1469238987734635400,2,Benign|Infilteration,2
1470295716826265417,2,Benign|Infilteration,2
1470883767438543886,2,Benign|Infilteration,2
1480284120303778033,2,Benign|Infilteration,2
1483386522659989114,2,Benign|Infilteration,2
1488620495848531738,2,Benign|Infilteration,2
1491389731922398186,2,Benign|Infilteration,2
1493069826896259623,2,Benign|Infilteration,2
1494078250828903166,2,Benign|Infilteration,2
1501579434298335668,2,Benign|Infilteration,2
1505789899677724195,2,Benign|Infilteration,2
1509641883858013692,2,Benign|Infilteration,2
1512020771867149426,2,Benign|Infilteration,2
1513920480389687144,2,Benign|Infilteration,2
1514301619254675281,2,Benign|Infilteration,2
1520097081133600801,2,Benign|Infilteration,2
1525206686486183016,2,Benign|Infilteration,2
1530913546756508561,2,Benign|Infilteration,2
1531034095287566644,2,Benign|Infilteration,2
1531617556373653013,2,Benign|Infilteration,2
1533202453292613942,2,Benign|Infilteration,2
1534710514996147892,2,Benign|Infilteration,2
1537733035198386452,2,Benign|Infilteration,2
1540834290099270414,2,Benign|Infilteration,2
1541280654328364076,2,Benign|Infilteration,2
1551221046360230771,2,Benign|Infilteration,2
1551300878534665464,2,Benign|Infilteration,2
1556455907034426069,2,Benign|Infilteration,2
1557564128130411159,2,Benign|Infilteration,2
1558671531012032844,2,Benign|Infilteration,2
1563602202467995603,2,Benign|Infilteration,2
1574001654312205926,2,Benign|Infilteration,2
1580602290249711893,2,Benign|Infilteration,2
1584999689778415936,2,Benign|Infilteration,2
1585692059311215095,2,Benign|Infilteration,2
1588090169895655083,2,Benign|Infilteration,2
1588331022929041544,2,Benign|Infilteration,2
1600932655567838120,2,Benign|Infilteration,2
1604759120481492639,2,Benign|Infilteration,2
1606774936353127578,2,Benign|Infilteration,2
1610244847772678341,2,Benign|Infilteration,2
1612155964860914298,2,Benign|Infilteration,2
1621289389857225782,2,Benign|Infilteration,2
1621483381196841371,2,Benign|Infilteration,2
1624180025118235461,2,Benign|Infilteration,2
1629177245844017048,2,Benign|Infilteration,2
1631446833224897702,2,Benign|Infilteration,2
1632226446476875552,2,Benign|Infilteration,2
1634168927336781599,2,Benign|Infilteration,2
1637571025767763779,2,Benign|Infilteration,2
1637823589793982680,2,Benign|Infilteration,2
1637994587696123875,2,Benign|Infilteration,2
1642242390824927846,2,Benign|Infilteration,2
1643153917976304291,2,Benign|Infilteration,2
1645601583990242178,2,Benign|Infilteration,2
1647632275078890573,2,Benign|Infilteration,2
1649410186403249499,2,Benign|Infilteration,2
1651605069489217013,2,Benign|Infilteration,2
1655553233065876237,2,Benign|Infilteration,2
1656386887975509517,2,Benign|Infilteration,2
1661807947089180380,2,Benign|Infilteration,2
1662516709168428726,2,Benign|Infilteration,2
1663780597085302333,2,Benign|Infilteration,2
1664470714572209484,2,Benign|Infilteration,2
1664953674290208673,2,Benign|Infilteration,2
1668485291786921665,2,Benign|Infilteration,2
1672788494349535215,2,Benign|Infilteration,2
1673956864878862779,2,Benign|Infilteration,2
1674925188493974444,2,Benign|Infilteration,2
1677029664820195357,2,Benign|Infilteration,2
1681193512073034086,2,Benign|Infilteration,2
1681780162330957212,2,Benign|Infilteration,2
1684169755900471084,2,Benign|Infilteration,2
1684635160182253027,2,Benign|Infilteration,2
1688607776994593423,2,Benign|Infilteration,2
1689579653763363464,2,Benign|Infilteration,2
1694529202458040727,2,Benign|Infilteration,2
1696499563415830488,2,Benign|Infilteration,2
1699393263587116734,2,Benign|Infilteration,2
1700767238109975807,2,Benign|Infilteration,2
1701753072364142218,2,Benign|Infilteration,2
1703114842657142673,2,Benign|Infilteration,2
1703495108793841904,2,Benign|Infilteration,2
1706200177506873909,2,Benign|Infilteration,2
1712913154204879291,2,Benign|Infilteration,2
1715639130109393626,2,Benign|Infilteration,2
1716958251282359234,2,Benign|Infilteration,2
1717038656931617193,2,Benign|Infilteration,2
1717255040178656580,2,Benign|Infilteration,2
1719393461182039480,2,Benign|Infilteration,2
1728497573104239708,2,Benign|Infilteration,2
1731173790693878369,2,Benign|Infilteration,2
1732181811471050005,2,Benign|Infilteration,2
1737301805389074034,2,Benign|Infilteration,2
1737752702006804036,2,Benign|Infilteration,2
1738361269604153284,2,Benign|Infilteration,2
1742046003707223206,2,Benign|Infilteration,2
1742223643237475299,2,Benign|Infilteration,2
1745615636575600634,2,Benign|Infilteration,2
1748062873033442974,2,Benign|Infilteration,2
1750075498522015519,2,Benign|Infilteration,2
1751960598413085242,2,Benign|Infilteration,2
1755127273838732968,2,Benign|Infilteration,2
1759327080913754153,2,Benign|Infilteration,2
1764116076917712492,2,Benign|Infilteration,2
1779009835012848092,2,Benign|Infilteration,2
1782352751276920185,2,Benign|Infilteration,2
1784465707744110011,2,Benign|Infilteration,2
1788422029520381968,2,Benign|Infilteration,2
1789603483931355119,2,Benign|Infilteration,2
1791481920479467339,2,Benign|Infilteration,2
1791939888783558554,2,Benign|Infilteration,2
1792880823209748641,2,Benign|Infilteration,2
1795906747815248610,2,Benign|Infilteration,2
1798132654181456582,2,Benign|Infilteration,2
1798272321435009190,2,Benign|Infilteration,2
1802096728105177320,2,Benign|Infilteration,2
1808109940334362198,2,Benign|Infilteration,2
1808212367429974257,2,Benign|Infilteration,2
1808860016498816493,2,Benign|Infilteration,2
1809331100098030592,2,Benign|Infilteration,2
1810107164850081558,2,Benign|Infilteration,2
1813748227226529385,2,Benign|Infilteration,2
1814140947974136766,2,Benign|Infilteration,2
1814326414030783154,2,Benign|Infilteration,2
1817977397061233975,2,Benign|Infilteration,2
1821190635938778184,2,Benign|Infilteration,2
1822175681563224935,2,Benign|Infilteration,2
1826382943920162311,2,Benign|Infilteration,2
1827575050444821244,2,Benign|Infilteration,2
1832997073039170398,2,Benign|Infilteration,2
1833410939630586141,2,Benign|Infilteration,2
1837021359247413817,2,Benign|Infilteration,2
1837154956459559615,2,Benign|Infilteration,2
1838054872305500900,2,Benign|Infilteration,2
1839501624954590033,2,Benign|Infilteration,2
1840542648944827355,2,Benign|Infilteration,2
1841897696187477099,2,Benign|Infilteration,2
1847642134998677429,2,Benign|Infilteration,2
1847975593557710837,2,Benign|Infilteration,2
1849791316499336289,2,Benign|Infilteration,2
1859201024184207069,2,Benign|Infilteration,2
1867264230370455332,2,Benign|Infilteration,2
1869428488955080939,2,Benign|Infilteration,2
1870578936322536237,2,Benign|Infilteration,2
1872682514352268848,2,Benign|Infilteration,2
1875776344257664470,2,Benign|Infilteration,2
1876227315622930822,2,Benign|Infilteration,2
1880935785997727096,2,Benign|Infilteration,2
1881816486957744496,2,Benign|Infilteration,2
1882165679205885215,2,Benign|Infilteration,2
1882524556085464139,2,Benign|Infilteration,2
1882793376906134637,2,Benign|Infilteration,2
1884407008498403404,2,Benign|Infilteration,2
1887690034677086394,2,Benign|Infilteration,2
1887719578053309721,2,Benign|Infilteration,2
1888427817256722001,2,Benign|Infilteration,2
1889288670336332529,2,Benign|Infilteration,2
1896923397704555242,2,Benign|Infilteration,2
1898106544590709299,2,Benign|Infilteration,2
1900103311874163812,2,Benign|Infilteration,2
1903907779133020702,2,Benign|Infilteration,2
1904787264598356398,2,Benign|Infilteration,2
1913163677670370597,2,Benign|Infilteration,2
1914705633605613308,2,Benign|Infilteration,2
1917109142236056884,2,Benign|Infilteration,2
1917534742421226942,2,Benign|Infilteration,2
1920002292849800598,2,Benign|Infilteration,2
1922895526868881814,2,Benign|Infilteration,2
1925090913324468589,2,Benign|Infilteration,2
1925358366691976843,2,Benign|Infilteration,2
1925769281944325058,2,Benign|Infilteration,2
